,name,normal_acc,normal_acc_attack,soup_acc,soup_acc_attack
334,NN_tune_trainable_dbca4_00254_254_seed=255_2022-08-28_22-54-19,0.563,0.0806,0.6428,0.0823
335,NN_tune_trainable_dbca4_00304_304_seed=305_2022-08-30_04-17-20,0.566,0.082,0.6399,0.0848
336,NN_tune_trainable_dbca4_00503_503_seed=504_2022-09-10_17-52-24,0.56,0.076,0.6435,0.0782
337,NN_tune_trainable_dbca4_00375_375_seed=376_2022-08-31_21-39-40,0.56,0.0908,0.6433,0.0913
338,NN_tune_trainable_dbca4_00163_163_seed=164_2022-08-26_17-32-24,0.566,0.0872,0.6398,0.0875
339,NN_tune_trainable_dbca4_00401_401_seed=402_2022-09-01_12-29-31,0.557,0.0779,0.6418,0.0795
340,NN_tune_trainable_dbca4_00399_399_seed=400_2022-09-01_11-25-33,0.533,0.0832,0.6412,0.0854
341,NN_tune_trainable_dbca4_00588_588_seed=589_2022-09-19_07-08-37,0.553,0.0935,0.6393,0.0907
342,NN_tune_trainable_dbca4_00662_662_seed=663_2022-09-26_10-04-54,0.562,0.0895,0.6391,0.088
343,NN_tune_trainable_dbca4_00606_606_seed=607_2022-09-21_02-29-34,0.549,0.0874,0.6406,0.0906
344,NN_tune_trainable_dbca4_00006_6_seed=7_2022-08-22_17-39-43,0.57,0.0778,0.6428,0.0808
