,name,normal_acc,normal_acc_attack,soup_acc,soup_acc_attack
105,"NN_tune_trainable_143c9_00893_893_model::dropout=0.5,model::init_type=kaiming_uniform,model::nlin=gelu,optim::optimizer=sgd,optim:_2021-09-24_06-30-51",0.513,0.2003,0.4941,0.204
106,"NN_tune_trainable_143c9_00627_627_model::dropout=0.5,model::init_type=normal,model::nlin=sigmoid,optim::optimizer=sgd,optim::wd=0._2021-09-23_17-45-24",0.217,0.1487,0.2172,0.1605
107,"NN_tune_trainable_143c9_00765_765_model::dropout=0.5,model::init_type=kaiming_uniform,model::nlin=gelu,optim::optimizer=sgd,optim:_2021-09-24_00-59-46",0.485,0.199,0.4598,0.2002
108,"NN_tune_trainable_143c9_00699_699_model::dropout=0.5,model::init_type=normal,model::nlin=gelu,optim::optimizer=sgd,optim::wd=0.01,_2021-09-23_21-56-49",0.1,0.1,0.1,0.1
109,"NN_tune_trainable_143c9_00875_875_model::dropout=0.5,model::init_type=normal,model::nlin=relu,optim::optimizer=sgd,optim::wd=0.001_2021-09-24_05-56-55",0.1,0.1,0.1,0.1
110,"NN_tune_trainable_143c9_01265_1265_model::dropout=0.5,model::init_type=uniform,model::nlin=sigmoid,optim::optimizer=sgd,optim::wd=_2021-09-25_00-31-13",0.1,0.1,0.1,0.1
111,"NN_tune_trainable_143c9_01067_1067_model::dropout=0.5,model::init_type=normal,model::nlin=relu,optim::optimizer=sgd,optim::wd=0.01_2021-09-24_15-30-23",0.1,0.1,0.1,0.1
112,"NN_tune_trainable_143c9_00804_804_model::dropout=0,model::init_type=kaiming_uniform,model::nlin=tanh,optim::optimizer=sgd,optim::w_2021-09-24_03-03-07",0.606,0.261,0.6351,0.2769
113,"NN_tune_trainable_143c9_00600_600_model::dropout=0,model::init_type=uniform,model::nlin=gelu,optim::optimizer=adam,optim::wd=0.001_2021-09-23_16-15-51",0.628,0.2207,0.6549,0.2183
114,"NN_tune_trainable_143c9_00790_790_model::dropout=0,model::init_type=kaiming_normal,model::nlin=sigmoid,optim::optimizer=adam,optim_2021-09-24_01-56-52",0.1,0.1,0.1,0.1
115,"NN_tune_trainable_143c9_00798_798_model::dropout=0,model::init_type=kaiming_normal,model::nlin=gelu,optim::optimizer=adam,optim::w_2021-09-24_02-35-26",0.591,0.2791,0.6268,0.2899
116,"NN_tune_trainable_143c9_00402_402_model::dropout=0,model::init_type=normal,model::nlin=sigmoid,optim::optimizer=adam,optim::wd=0.0_2021-09-23_05-19-35",0.182,0.1519,0.1936,0.146
117,"NN_tune_trainable_143c9_00762_762_model::dropout=0,model::init_type=normal,model::nlin=gelu,optim::optimizer=sgd,optim::wd=0.001,s_2021-09-24_00-50-35",0.1,0.103,0.0992,0.0597
